1,0.006599256143255167
2,0.0031536212878099643
3,0.0019886415150701412
4,0.0013747557890905796
5,0.0010089449301583927
6,0.0007654723270457785
7,0.0005959480445409343
8,0.00046939468935918935
9,0.00038007277671740357
10,0.0003074760076563265
11,0.0002513354617155269
12,0.0002101431254605211
13,0.0001750847046095998
14,0.00014839296318119123
15,0.00012606918249889658
16,0.00010880406098435409
17,9.386300738600047e-05
18,8.168820203820596e-05
19,7.157084407104843e-05
20,6.214488511371918e-05
21,5.490940074843513e-05
22,4.888311383885107e-05
23,4.355852967954962e-05
24,3.856799859341978e-05
25,3.4485432280263566e-05
26,3.027942657364389e-05
27,2.7249375292288073e-05
28,2.4350353397426095e-05
29,2.182465330859071e-05
30,1.9647376134172172e-05
31,1.7629862675013524e-05
32,1.5758202728055362e-05
33,1.3831464652797067e-05
34,1.2489506813630046e-05
35,1.1219615494534526e-05
36,1.0135078390084431e-05
37,9.179393454720495e-06
38,8.134063969402123e-06
39,7.238666482101281e-06
40,6.616640096467417e-06
41,6.047435529574716e-06
42,5.304996922876279e-06
43,4.7482215075765464e-06
44,4.178640951893757e-06
45,3.84722452571393e-06
46,3.5193400613556288e-06
47,3.1808309262121676e-06
48,2.8800142940989706e-06
49,2.675383063036104e-06
50,2.4113888839052503e-06
51,2.1393191693585516e-06
52,1.949825769799048e-06
53,1.7554619296190579e-06
54,1.6022457973563223e-06
55,1.4660665483701246e-06
56,1.34046372970422e-06
57,1.211111636846639e-06
58,1.079352598001589e-06
59,9.772246396201883e-07
60,8.440689464246315e-07
61,7.799985227480167e-07
62,7.086480177862415e-07
63,5.369859354696636e-07
64,4.976512887363766e-07
65,4.369338619357287e-07
66,4.0195645569409907e-07
67,3.566498139210505e-07
68,3.305291631849007e-07
69,3.03776083372212e-07
70,2.7777670728420365e-07
71,2.5530736817474974e-07
72,2.3679376411987868e-07
73,2.212194532723802e-07
74,2.0793873076649909e-07
75,1.9502873837545603e-07
76,1.7752652370740585e-07
77,1.605437394378109e-07
78,1.4543391883763106e-07
79,1.3020494754086313e-07
80,1.2322241823598205e-07
81,1.022066142884727e-07
82,9.203226522884473e-08
83,7.862026134261152e-08
84,7.332125398529455e-08
85,6.444544818135512e-08
86,5.6791787305026535e-08
87,5.2693541166900223e-08
88,4.1642336136106896e-08
89,3.5587651364163954e-08
90,3.3964242688905564e-08
91,3.192530622274444e-08
92,2.740237289145695e-08
93,2.5597681135072416e-08
94,2.4333785435531744e-08
95,2.308109355685136e-08
96,2.0819118087975023e-08
97,1.9760949594629065e-08
98,1.7408333806072654e-08
99,1.585825468643099e-08
100,1.4738979704292984e-08
